title,artist,isHot
The Friendly Visit / The Stack of Wheat / The Gypsy Hornpipe,Joe Derrane_ Frankie Gavin_ Brian McGrath,No
Bailando,Casual,No
Midnight  (LP Version),Axe,No
I Never Shall Forget That Day (Reunion Album Version),Bill & Gloria Gaither,No
Good Enough,Evanescence,No
Adios Pampa Mia,Los Iracundos,No
Hornpipes: The First of May / the New Century,Dale Russ / Finn MacGinty,No
Sahnu bhul ke Maha,Naseebo Lal,No
Shadow After Dark,Ana Popovic,No
Stop Breaking Down (1994 Digital Remaster),The Rolling Stones,No
Orgullo,Los Cisnes,No
Take Her Out,Alice In Chains,No
Speed Of Sound (Emergency Broadcast Album Version),White Heart,No
February Song [Live],Josh Groban,No
Keep It Going Louder (Tom Stephan Harder Mix),Major Lazer,No
Rebel Music,Wyclef Jean featuring Prodigy of Mobb Deep,No
Italian Concerto in F_ BWV 971 - Allegro,Camerata Brasil,No
God Bird Change,Al DiMeola,No
Wailing Sounds,Jimmy Page,No
Steppin' Out Tonight,The Jets,No
The Battle Of New Orleans,Johnny Horton,No
You Should Be Free,Bruce Rowland,No
'57 Chevrolet,Billie Jo Spears,No
Million Teardrops,Jimmy Cliff,No
You Lasses and Lads,The Baltimore Consort,No
You Left Me,The Maine,No
Akhm Nakon,Saman,No
2HB (1999 Digital Remaster),Bryan Ferry,No
Don't Cha Know,Jimmie Vaughan,No
Happy Valentine's,Toby Love,No
Cellular Phone,Bounty Killer,No
Xtra Thump (Featuring Tash from Tha Alkaholiks),Defari,No
Unbreak My Heart,Alexander O'Neal,No
Machinenfunk,1. Futurologischer Congress,No
Well Oh Well,Tiny Bradshaw,No
Times Up,DJ Spinn,No
Assassin,Floor,No
I'm Going All The Way (Album),Ann Nesby,No
The Christmas Song,David Banner / Sky / Marcus,No
Big Boss Man,John Hammond,No
(I Used To Couldn't Dance) Tight Pants,Eagles Of Death Metal,No
Too Late,Peter Hunningale,No
Fauché,Les Hou-Lops,No
Korea (LP Version),Deftones,No
Thats What I Like About a Country Song,Aaron Watson,No
Kenourgios Erotas,POLINA,No
Slow Ride [Live Version],Foghat,No
Obsession,Rainforest Trio,No
The World Turned Upside Down,Coldplay,No
I Will Be Free (LP Version),Cindy Morgan,No
Aurèle et Céline,Georges Delerue,No
Lake Charles Two-Step,The California Cajun Orchestra,No
Romeo's Exile,Liam O'Flynn,No
Only Love,Daryl Hall & John Oates,No
Limbo Rock,Dora The Explorer,No
You Gave Me A Mountain,The Jordanaires,No
Is It The Skin I'm In?,Lyrics Born,No
That you fool ed me,Wilks,No
Requiem Blaster,Pumpkin Buzzard,No
Préliminaires_ par Philippe Pagès (feat. Philippe Pagès),Nicolas Bacchus,No
Ain't That Loving You Baby,John Hammond,No
Crustaceans As Castanets,Pagan Wanderer Lu,No
The Man From U.N.C.L.E.,The London Theatre Orchestra,No
Josephine (French Edit),Chris Rea,No
Playstation Generation,Smut Peddlers,No
What's Gonna Happen On the 8th Day,Screamin' Jay Hawkins,No
Sample Track 17,Simon Harris,No
Evergreen,Rubyhorse,No
Transamazonia (Deep Dish No Doze Mix),Shamen,No
So Still (Album Version),Danny Wright,No
The Song Is You,Percy Faith,No
Shy Boy (1999 Digital Remaster),Tomorrow,No
Al maestro,El Barrio,No
Cabaret,Mademoiselle Sane,No
All That's Left,Thrice,No
The Sun is here for you,Jane Winther,No
Venti scudi,Juan Diego Flórez / Mariusz Kwiecen / Orquestra de la Comunitat Valenciana / Daniel Oren,No
Golden Touch (LP Version),Shinehead,No
Spent,Darwin's Waiting Room,No
Beautiful,Christina Aguilera,No
Looking Back,John Mayall & The Bluesbreakers,No
It's All Understood,Jack Johnson,No
The Ball,Harry Gregson-Williams,No
Idnnitkhtr,TAKARU,No
I Heard It Throught The Grapevine,Creedence Clearwater Revived,No
Blues Again,Rory Block,No
N'ayez crainte mesdames,Fred Merpol,No
Back On My New S*** (feat. Tre Williams),Styles P,No
Kumal & Sangha,Nick Ingman,No
Eres Tu,Mongo Santamaria,No
The Way Love Is,Captain Hollywood Project,No
I Talk To The Trees,Danny Williams,No
Yksinäisin,Solistiyhtye Suomi,No
This is How It Goes (Timmy Trumpet Remix),Goldfish,No
Nana,Marilyn Horne,No
Mallorca_ Op.202 - transcr. Marc Switzer,Pepe Romero,No
El Perro,Juana Molina,No
It Is No Secret (What God Can Do),Tammy Wynette,No
Never My Love,Kathy Troccoli,No
Your Love,Mikey Dread,No
As Mist Lay Silent Beneath,Keep Of Kalessin,No
Henrys Death,BT,No
Ducktails - Moon,The Advantage,No
Act One: Rise and Fall - From the Ashes (I. Chapter One / II. Chapter Two),Orenda,No
Bata 6/8,Tito Puenté,No
Give It All You Got,DJ Primo,No
I Am Fred Astaire (Album Version),Taking Back Sunday,No
What Woman Really Wear To Bed,Steve Harvey,No
Tuscan Chica,Soul Ballet,No
L'Homme au trapèze volant,Alain Turban,No
It's All In My Mind,Teenage Fanclub,No
14 Botellas,2 Minutos,No
Cold Youth,Cut Copy,No
What Are You Fighting For,Gyptian,No
Sun Shower - Cadence Weapon Remix (Cd),Busdriver,No
Heft*,Fastway,No
Why Did You All Lie to Me?,Dario Marianelli,No
Some Guys Have All The Luck,Robert Palmer,No
Tredveårsfurua På Askøy,Black Debbath,No
Bald Head,Professor Longhair,No
Move On,Paul Stanley,No
Bi Thus A Mo Shuile (LP Version),Maire Brennan,No
Centopéia,Hélio Ziskind,No
Dixième Commandement,Papa Wemba,No
Its Raining,Alternative TV,No
1969,Iggy And The Stooges,No
The Windmills Of Your Mind,Toots Thielemans,No
U Not Like Me,50 Cent,No
Mighty Lak' a Rose,Marilyn Horne,No
Mark Practices,Rolfe Kent,No
Memphis Jug,Memphis Jug Band,No
Reminisce For A While (Sung With Raul Malo),Neil Diamond,No
Gail Wakes Up,Michael Whalen,No
We All Need Love,Irma Thomas,No
Aftertaste,X-tv,No
Honey,Mariah Carey Featuring Da Brat & JD,No
The Preacher & the Funeral,LaWanda Page,No
Stand (Album Version),Kiss,No
I Could Use Another You (Digital Re-Recording),Eddy Raven,No
Slave Song,Sade,No
Junko partner,Mike Bloomfield,No
Crave and Wonder,Arc Angels,No
Merry Christmas Baby,The Continentals,No
Hot Girls,Kiprich,No
Can't Stop Cocoa Tea,Cocoa Tea,No
But You Are,Lauren Wood,No
Pretty Smiles & Shattered Teeth,Soilent Green,No
Angeles,Elliot Smith,No
Rotate,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,No
Apoliome Re Giorgi (Feat. Etsi De),IMISKOUBRIA featuring Etsi De,No
Better Days (Album Version),Faith Hill,No
Got To Tell The People,Cornell Campbell,No
Gigantor,Dickies,No
If I'M Dreaming just Let Me Dream,Brenda Lee,No
Distant Cousin,George Schuller,No
The Hills Of Old Wyomin',Roy Rogers,No
You Can Do Better Than Me (Album Version),Death Cab for Cutie,No
Désolé Pour La Poussière,Miossec,No
Here And Beyond,Behemoth,No
Natural Light (Subliminal Self-Help),Steven Halpern,No
Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,Dream Warriors,No
America's Suitehearts,Fall Out Boy,No
(Prayer Is The Key To Heaven) Faith Unlocks The Door,Don Gibson,No
The One Who Lives Inside Your Heart,Lari White,No
Bad Reputation (Originally Performed by Thin Lizzy),The Meatmen,No
Mutter Erde,Monika_ Wolfgang,No
Soot and Stars,The Smashing Pumpkins,No
Frankie & Sue,Darden Smith,No
Cross Currents,Richard Souther,No
No. 6 The Coombe,The Chieftains,No
Don't Speak,Kinky,No
Everyday Stranger,Dub Pistols feat. TK & Ashley Slater,No
My Maria (LP Version),Martin Sexton,No
Death Song,The Last Days Of Jesus,No
Virgen De La Nieve - 14-String Guitar Solo,Stephan Micus,No
Ain't That Something,High Strung_ The,No
That Girl,Gary Morris,No
Ombre Et Lumière,Vincent Bruley,No
I've got Vilking in Me,Four Tet,No
Seize the day,Time Factory,No
2StepN,North Mississippi Allstars,No
Ride On Time (Original Version),Black Box,No
Song Sung Blue,Neil Diamond,No
Finisterre (Live),Mau Mau,No
Tsai Me Lemoni (2005 Digital Remaster),Dakis,No
Boulevard St. Germain,Bloomfield,No
You Better Stop,Curtis Mayfield,No
Autumn's Ablaze (Live),Primordial,No
Contigo Si,La 5A Estacion,No
Trumpet Blues And Cantabile,Mike Vax,No
Jericho  (Straight On Album Version),DeGarmo & Key,No
Soleil rouge,Josélito,No
Born To Be Together,The Ronettes,No
Talk To Your Daughter (Album Version),Robben Ford,No
Hopelessly,Rick Astley,No
Your Love Takes Good Care Of Me,The Jordanaires,No
I Got Rhythm,Oscar Peterson Trio,No
Creation,The James Taylor Quartet,No
Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,My Little Airport,No
Didn't Know Yet What I'd Know When I Was Bleedin',Dax Riggs,No
100 Ways ( LP Version ),Porno For Pyros,No
Hip Replacement,Paris_ Texas,No
Here I Am,FFH,No
You'll Need Somebody On Your Bond,Blind Willie Johnson,No
Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,Solomon,No
La Calle Del Gato Que Pesca,María Elena Walsh,No
Main Title,Christophe Beck,No
Only You,Ayo,No
Let It Bang,X-ecutioners featuring M.O.P.,No
40,U2,No
Shrinking,Dictafone,No
Secret Handshakes,The Ataris,No
Baños De Budapest (Extended Remix),Hevia,No
Burning Skies,Tones On Tail,No
One Step Forward_ Two Steps Back,John Sebastian,No
Love & Romance,Willie Barcena,No
Greener,ARRESTED DEVELOPMENT,No
Flame It Up,DJ Rashad,No
Prosperity In The U.S.A.,Yuppie Pricks,No
Hun Qian De Nu Ren,Hacken Lee,No
Raggy Road,Capleton,No
Tell The Truth (Album Version),Jude Cole,No
You (Demo),Radiohead,No
God Gave Me You (Single/LP Version),Bryan White,No
Caroline (LP Version),Billy Pilgrim,No
She's My Woman,Crusaders,No
Honey Fingers,Richard Galliano,No
Where You From,DJ Godfather,No
Tell Me,Toni Braxton,No
Point And Shoot (Demo),Pepper,No
Old Woman From Wexford,Tommy Makem;The Clancy Brothers,No
Con el chacacha del tren (Cancíon por Rumba),Triana Pura,No
Master Mantrol (Dub / Instrumental Reggae Music),Mikey Dread,No
Maria Betania,Quinteto Violado,No
Trash (live Paris),New York Dolls,No
Am I Losing You,The Cate Brothers,No
Love_ Respect & Loyalty (feat. Sophie & Cait La Lee),Proficy,No
"Inrtoduction ""Hing Hye Srder",Karnig Sarkissian,No
Bath Of Least Resistance,NOFX,No
I Swear the Visine is for my Allergies,Salt The Wound,No
Reunited,Louisa Mark feat. Kevin Henry,No
Soundtracks and Come Backs (radio mix),Goldfish,No
Half Way Out The Door (Live),Elvin Bishop,No
Believe (Album Version),Josh Groban,No
Den S'Adiko,Natassa Theodoridou,No
Playboy Theme,Bob Wills,No
Around The World,Parallel Sound,No
Thanks God I'm A Country Boy,Mr. Blue,No
Java Sparrow,Terry Callier,No
Fritzy & Helen Hanft (Album),Mark Lowry,No
Girls,Ayo,No
La Saint-Jean d'été,Jean Segurel,No
The Michael Vick Song,Tim Wilson,No
Subida y entrada al cante,Varios,No
Love You Again,Marc Dorsey,No
Canta Una Canción De Amor,Alejandro Lerner,No
Erick Sermon,Erick Sermon,No
Gloria,Julissa,No
Lion Paw,Fyah Blaze,No
Die Zeit,Oesch's die Dritten,No
Nocturne For Piano No. 8 In D Flat Major_ Op. 84 No. 8 (also in Huit pièces brèves_ Op. 84/8),David Jalbert,No
Paloma Consentida,Carmen Y Laura,No
C'est pas ma faute,Betika_ Daouda,No
Felicidade,Moraes Moreira,No
This Very Moment,Set Your Goals,No
Feeling,Jaco & Mixxmaster,No
Be my Lover,Hysterie,No
Gotta Cut Out,Jimmy McCracklin,No
Kill Your Darlings,Soulwax,No
The Coloness Of The Chain,Tony Joe White,No
"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",Marilyn Horne,No
New War,4 Skins,No
The 23rd Psalm,Steve Erquiaga,No
Dead End Sign,Bonita,No
Some Kind of Record,Rockit,No
Prayer Walk,Kris Gruen,No
Only Just Begun,John Holt,No
It's A Secret,Mungo Jerry,No
I Never Did No Hitler,20/20,No
The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),The Doors,No
La Otra,Marisela,No
Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],Eiffel 65,No
Talk About Me,Screamin' Jay Hawkins,No
Wishy Washy Woman,Mighty Joe Young,No
Yi Xiao Shi Chong Yin,Edmond Leung,No
L'Aventurier,Jacques Dutronc,No
No Loafting,Junior Reid,No
If you Seek Amy,Hoodfellas,No
Ali Baba,Jackie Edwards,No
Cheshire Grin,Charlie Khan,No
Leave Me Be,The Shirrows,No
Death Blow,Kool Moe Dee,No
The Future,Benga,No
4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],Madonna,No
Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),Behemoth,No
If They Want It,DJ Clue / Fabolous Sport,No
Turn The Heat Up,Bobaflex,No
Sugar Blues,Bob Willis,No
Who Do You Roll With?  (LP Version),New Direction,No
Down And Out In Paradise,John Mellencamp,No
Exodus,Sunscreem,No
6 Yrs (Album Version ),Reach 454,No
True Fuschnick,FU-Schnickens,No
Mother_ Mother_ Mother_ Pin A Rose On Me,Kitty Kallen,No
Sickness,Agnostic Front,No
Sleepy Lad,Maximilian Hecker,No
Inertiatic Esp,The Mars Volta,No
My Plastic Heart (Plastic Operator Remix),Frost,No
Sea of Green,Slackbaba,No
Ramène Moi,Lara Fabian,No
How We Get Down,Bad Azz,No
Flight of the Elephant,Workhorse,No
Storm,The Pharcyde,No
Animal Crimes,Mad Are Sane_ The,No
Freedom (LP Version),Wayne Watson,No
La Nativité Du Seigneur (1935) - 9 Méditations : I La Vierge Et L'enfant,Olivier Messiaen,No
Canal de jonage,Michèle Bernard,No
Soul,Pedro Luis e a Parede,No
Piano E Viola,Pery Ribeiro,No
Save Me (Rolling Stone Original Version),Unwritten Law,No
Good Rocking Tonight,Roy Brown,No
Kyana,Arctique,No
Zhui Zhong,Jacky Cheung,No
Rescue And Breakout,James Horner,No
Round 7:  2138,Cassius Clay,No
Ur Själslig Död,Månegarm,No
Babes In Arms,April Wine,No
Madeleine (feat. Thomas Fersen),Jean Corti,No
Cum,Eric Burdon,No
20 horas de nada,Alex Ubago,No
Entonces,Fran Perea,No
Heart Trouble,Martina McBride,No
Unemployed Black Astronaut,Busdriver,No
No Quarter,Crowbar,No
Isle of St. Helena,Mary Black & General Humbert,No
Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti,Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,No
Firewater,Joe Grushecky,No
Out Of This World,Black Flag,No
You Can't Hurry Love (Live),Phil Collins,No
Overture/Blue Tahitian Moon,Angelo Badalamenti / Keira Knightley,No
Loving By Heart,Jeff And Sheri Easter,No
Cancion De Amor Eterno,Carlos Vives,No
I'll Meet You By The River (Southern Convention Songs Version),Bill & Gloria Gaither,No
No Soy Uno Más,Jose Luis Perales,No
Subliminal ohne Naturgeraeusche,Kurt Tepperwein,No
Ernestine,Joe Bataan,No
Gateway,Dean Evenson,No
Go And Wash (Those Dirty Feet),Johnny Horton,No
One About Heaven,Brent Lamb,No
October,U2,No
Comin' Home,ZO2,No
Pode Me Chamar,Eddie,No
Hey Little Girl (1949),Professor Longhair,No
Keys To The Whip (Straight Pimpin' Mix),Disco D feat. Lola Damone & Helluva,No
I Changed My Mind (DJ Spinna Remix),Lyrics Born,No
This Side Of Paradise,Nestor Torres,No
A Talk With Dad,Speech,No
C'Etait Bien,Jean Corti,No
Sarankégni,Djelimady Tounkara,No
Whip Fight,Harry Gregson-Williams,No
Another Last Shot (Album Version),Vivian,No
I'll Be Yours,Faron Young,No
Turandot (2008 Digital Remaster)_ Act III - Scene I: Nessum dorma!,Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul,No
Hello Hello,Abrar - Ul - Haq,No
Prayer For The Dying (Live In Paris),Seal,No
Eurydice! ombre chère!,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos,No
Hunted,Scott Glasgow,No
Marcel,Pierre Perret,No
Safety Net (Album Version),Moros Eros,No
Petite Fleur (Instrumental) (1996 Digital Remaster),Henri Rene And His Orchestra,No
Howells Delight,The Baltimore Consort,No
See The Big Man Cry,Charlie Louvin,No
Adrift,Jack Johnson,No
El Chorro,Los Auténticos Decadentes,No
Lusco,Berrogüetto,No
Bülent & Mompfreed: Mompfreedonium,Bülent Ceylan,No
King Tee Production,King Tee,No
Foreign Prince Of Tokyo,Vodka Collins,No
House Music,Save As,No
Deus Ex Machina,William Orbit,No
The Bull Frog,Edmundo Ros,No
Rumpu lyö,Solistiyhtye Suomi,No
Danser seule 2,Klimperei,No
Isle Of Inishmore - Part 1 (Air),Kathy Mattea,No
It's So Fine,Jackie Wilson,No
Blessed Assurance (I Love To Tell The Story Album Version),Mark Lowry,No
Your Touch Versus Death,Every Time I Die,No
True Nature,Jane's Addiction,No
A White Demon Love Song (Soundtrack Album Version),The Killers,No
Skinned Strings,Chico Hamilton Quintet,No
Breaking Of Day (Album Version),The Winans,No
Through With You,Maroon 5,No
"Los De Aragón: ""Los De Aragón",Alfredo Kraus,No
Little Bit of Inner Air,Atomic Rooster,No
Push It,Salt-N-Pepa,No
Every Breath I Take,Gene Pitney,No
Bomba Camara,Richie Ray & Bobby Cruz,No
Chalifot (Suits) (Live) (ft. Lioara Itzchak),Hadag Nahash,No
Zornig!,Dynamite Deluxe,No
Sweet Defeat,The Flesh,No
Atrapados En La Red,Tam Tam Go!,No
V,Zeromancer,No
Des Helden Widersacher,David Zinman,No
A World In Fast Forward,Michael Whalen,No
Red Apple Juice (LP Version),The Tarriers,No
Sweeter Than You,The Four Pennies,No
Seeing Is Believing,Mike And The Mechanics,No
The Lost Name of God,Amorphis,No
Marseille (Live On Tour_ 1984),Thomas Dolby,No
On Tomorrow,Captain Beefheart & The Magic Band,No
U Don't Have To Call,Streetwize,No
Heartless,Hoods,No
Three Little Birds,Bob Marley & The Wailers,No
Witchcraft (1997 Digital Remaster),Joe Graves & The Diggers,No
40 OZ Quartet Part I,Tha Liks,No
3 + 3,Vangelis,No
Xue Hua Chao,Hins Cheung,No
Kiss the Sky,Danielle Bollinger,No
Anything's Better Than Feelin' The Blues,Martina McBride,No
Tell Your Momma Come,Black Eyed Peas,No
Fleetwood,Jim Bryson,No
Foolish Little Girl,The Shirelles,No
Chaos (Live - Bridgehouse Tapes),4 Skins,No
I Don't Know,Teenage Fanclub,No
Fools Like You,Blue Rodeo,No
Sunday Cream,Juan Farcik,No
Du machst mich irgendwann verrückt,Markus,No
Only Human,Usher Featuring The Nu Beginning,No
Anarchy in the UK (Sex Pistols) (Bonus Track),Adrenalin O.D.,No
Year 3_000 Blues (2002 Digital Remaster),Ten Years After,No
Feriado,Chico Cesar,No
Yi Ba Xiang Shui Yin,Leon Lai,No
Leroy Bown,Dee Clark,No
Inaudible Melodies,Jack Johnson,No
Get Up (Diplo Mix),Bingo Players,No
A Veces Vuelvo,Catupecu Machu,No
Gamble Calypso,Mau Mau,No
Mambo Bacan,Line Renaud,No
Anti fashion victime,Théophil,No
To My_ Niechciani,Molesta Ewenement,No
Wings Of Love,Zagar feat. Underground Divas,No
For Free,Hal Russell,No
Sugar Bush,Bert Kaempfert,No
Gettin' Together,Tommy James And The Shondells,No
What Would You Do?,City High,No
Haughtiness And Puerile Dreams,Autumnblaze,No
Master_ Faster_ Sweet Desaster,Nightfall,No
Sweet Child O' Mine,Guns N' Roses,No
My Man's Gone Now,Rhian Lois,No
Perro Faldero,Los Traileros Del Norte,No
Sweet To Mama,Frank Stokes,No
Raccolto,Stefano Battaglia_ Giovanni Maier_ Michele Rabbia,No
Wisdom,Cedric Myton,No
Throwdown At The Hoedown (LP Version),Bela Fleck And The Flecktones,No
Expolodera (som dynamit),Caramell,No
Im Club,Massive Töne,No
Baiao Malandro,Egberto Gismonti,No
I Was a Human Bomb for the FBI,Zombina & The Skeletones,No
Somebody Stop Me,Emilio,No
I Can't Wait Until Tomorrow (Live),Gary Moore,No
Common sense,Winston McAnuff_ The Bazbaz Orchestra,No
Meteorito,Chacho,No
We Are The Reason - Medium key performance track w/o background vocals,Ultimate Tracks,No
The Ballad Of St. Anne's Reel,Ronnie Drew,No
Mother's Luv,Usher Featuring The Nu Beginning,No
Class Act,James Hunter,No
Here Without You,3 Doors Down,No
Dans le calme de la nuit,Kali,No
Cool Water,Gene Autry,No
Umbrellas Of Cherbourg,Manuel & The Music Of The Mountains,No
Teeny Weeny String Bikini,Gunther & the Sunshine Girls,No
J'Suis Dans La Dêche,Patrick Bruel,No
Sarambeque,Charlie Byrd / Carlos Barbosa-Lima / Carlos Barbosa-Lima,No
Resurrection,Eddie Turner,No
Watch This Sounds,Jimmy Riley,No
Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig),Seamus Egan,No
Mozart In Samba Motion,Laurindo Almeida,No
Poema,André Verchuren,No
Las Muchachas,Sonora Carruseles,No
Dig Up,Cindy Morgan,No
Passion,Paris Musette,No
This One's For You,Barry Manilow,No
The Beginning of the Partnership,Nick Ingman;Gavyn Wright,No
Tin Pan Alley (aka Roughest Place In Town),Stevie Ray Vaughan And Double Trouble,No
Try And Stop Me,The Creation,No
Monday Morning Blues,Mississippi John Hurt,No
Side By Side,Xmilk,No
Quítate La Ropa,Los Delinqüentes,No
Would?,Alice In Chains,No
Gyere velem,Taboo,No
I Wonder Where You Are Tonight,Carl Smith,No
Revolution,Superchumbo,No
The Line,The Small Knives,No
The White's Bedroom - Fire Escape,The Plasmatics,No
The Yellow Rose Of Texas,Roy Rogers,No
Trapdoor,Chase & Status,No
Mr. Goose,The Charms,No
Don't Take Your Love Away From Me (Album Version),Randy Travis,No
Plastic People,Four Tet,No
Cuatro Veinte,Gonzalo Rubalcaba,No
Goor,Plaza,No
